Resume_str,Category
network administrator summary analytical network administrator adept at resolving complex network issues critical thinker who addresses customer support issues quickly and who consistently exceeds performance standards highlights server administration technical documentation network security network management data backups disaster recovery project management lan knowledge proxy servers networking knowledge network design and implementation network troubleshooting network hardware configuration network performance tuning microsoft office expert microsoft certified solutions associate mcsa certificate dhcp dns ethernet and firewall proficient ms office proficiency microsoft certified solutions associate mcsa name of microsoft technology microsoft certified technology specialist mcts name of microsoft technology exceptional telephone etiquette patient and diligent troubleshooting proficiency windows xp vista proficient in avg printers pc security systems accomplishments exceeded monthly goals by successfully handling more than 80 trouble tickets per week experience network administrator feb 2006 to mar 2016 company name establishes networking environment by designing system configuration directing system installation defining documenting and enforcing system standards maximizes network performance by monitoring performance troubleshooting network problems and outages scheduling upgrades collaborating with network architects on network optimization secures network system by establishing and enforcing policies defining and monitoring access reporting network operational status by gathering prioritizing information managing projects maximizing corporate network services uptime giving over the phone email and remote support to customers implementing network security measures to protect data software and hardware utilizes active directory to manage user accounts create groups and computer accounts administering a microsoft windows server network of servers investigating problems and then making technical recommendations resolving network operational issues installing and testing server software on a variety of platforms professional accomplishment successfully migrated users and computers from novell netware to microsoft active directory successfully upgraded windows server 2003 server to server 2008 successfully upgraded windows server 2008 server to server 2012 successfully upgraded network infrastructure and configured cisco 2950 switches for 66 federal contract towers in the state of florida successfully migrated computers and users from windows xp to windows 7 resolved customer complaints and concerns with strong verbal and negotiation skills trained new employees and explained protocols clearly and efficiently troubleshot hardware issues and worked with service providers to facilitate repairs created new account reset passwords and configured access for users troubleshot hardware issues and worked with service providers to facilitate repairs developed documentation for common processes for both support staff and end users education computer information system network engineering barry university project management professional florida atlantic university six sigma greenbelt florida atlantic university certifications microsoft certified systems administrator microsoft certified systems engineer microsoft certified technology specialist itil foundation v3 certified comptia a certification skills a certification active directory cisco hardware designing directing disaster recovery email itil lan managing access microsoft certified microsoft certified systems engineer windows 7 microsoft windows windows xp network administrator network management network hardware network design and implementation network security network troubleshooting network networking novell netware optimization policies project management proxy reporting scheduling servers six sigma switches system configuration technical documentation phone troubleshooting upgrades windows server,AVIATION
postal support employee summary program manager logistics specialist accomplished veteran of the united states navy with an extensive background in leadership training as well as a track record of success in program development logistics aviation repair and operational management outstanding performance in all capacities across many years of service highlighted by numerous awards and commendations superior communicator coach and leader capable of cultivating key relationships and collaborating with diverse people and entities highlights logistics training development safety compliance quality assurance program management policy development implementation project coordination aviation mechanic performance analysis experience postal support employee jan 2016 to current company name city state provide analysis reporting on key safety and quality assurance based measures as well as performance metrics responsible for tracking inventory and procurement reports for management while using the data to create customer and vendor specific action plans demonstrate good customer service skills in providing high quality environment for customers and other team members with a quick and accurate service while showing sensitivity to their individual needs point of contact to make sure the company abides by all regulatory state and federal compliance to ensure we handle each case properly and eliminate liability weatherization technician trainee jan 2015 to jan 2015 company name city state assisted in use and care of weatherization equipment based issues creating value maximizing growth and improving business performance which required extensive use of business knowledge to provide objective advice and expertise prepared customer specific data submittal packages with the preparation tracking and following up required to ensure timely service is provided gathered and consolidated technical reports for management while using pertinent data to utilize action plans responsible for quality control in procedural orders and ensuring all necessary maintenance projects and equipment were being utilized to their highest standards aviation mechanic jan 2005 to jan 2013 company name city state operated and maintained sophisticated equipment designed for tactical operations while ensuring all equipment was functioning with maximum readiness and performance reviewed and updated testing procedures to ensure safe and successful convoy operations for all designated and personnel resulting in zero incidents and 100 electronic sustainability supported aviation program operations through performing routine maintenance of multi million dollar valued equipment utilized knowledge of information technology by regularly executing databases and mainframes to ensure all units were supplied with proper materials and equipment in the timeliest manner aviation repair supervisor jan 1999 to jan 2005 company name oversaw aviation repair program creating and revising safety standard operating procedures sops collaborating with multiple agencies to unify systems and implement best practices identified environmental training needs developed training budget requirements and managed aviation based inspection records involving procedurally following all government regulatory compliance led mishap investigations and performed daily safety inspections for multiple units conducting site reviews performing safety audits and reviewing reports provided safety indoctrination and education for civilian and military personnel developing specialized training regarding osha requirements and hazard control fundamentals and techniques education system organizational maintenance technician tinker air force base 2004 aviation apprenticeship training naval training command il 1999 osha 30 epa rrp doe weatherization tactics basic fire fighting basic first aid certification high school diploma 1998 edmondson high school city state skills air force basic budget customer service skills databases first aid government information technology inspection inventory regulatory compliance logistics mainframes materials mechanic naval organizational performance analysis personnel policy development procurement program management project coordination quality quality assurance quality control quick reporting safety technician additional information awards honors dyncorp 5 year achievement award navy unit commendation navy meritorious unit commendation navy battle e award iraqi freedom medal sea service medal 3 nato medal global war on terrorism medal kosovo campaign medal enlisted aviation warfare specialist,AVIATION
air traffic controller summary retired air traffic controller with more than 32 years of experience working traffic in the en route environment performed ojti cic and eram sme duties specializing eram automaton highlights certified en route air traffic control experience effective listening adaptable fast learner strong collaborative team member application of risk management principles learning style assessment accomplishments preformed a comprehensive analysis of the federal aviation administrations en route automation modernization eram upgrade i was a member of the independent operational assessment ioa team that performed a comprehensive analysis of the eram upgrade to the national air space system nas i performed in depth triage of eram anomalies at 16 different artcc as an eram subject matter expert sme and at times made recommendations for what kind of adaptations to local automation could be made to enhance erams performance at a particular facility experience air traffic controller 08 1983 to 12 2015 company name city state while working more than 32 years as an en route air traffic controller atcs in the en route environment i maintained the safe orderly and expeditious flow of air traffic in the nas i was an expert at various disciplines of air traffic control while maintaining at least the minimum separation standard s and adhering to procedures and regulation as set forth by the federal aviation administration 04 2013 to 01 2015 was a national en route automation modernization eram subject mater expert sme and visited 16 en route air traffic control centers artcc and identified eram anomalies in addition to documenting eram s undesirable process also recommending adaptation changes that resulted in the desired behavior for the affected facility when not documenting eram anomalies or consulting on eram work a rounds i conducted training of the controllers at the sectors working traffic concerning eram functionality during my collateral duties as an ioa team member and a national eram sme i was able to maintain my currency every month and conducted ojt 09 2008 to 04 2013 served as a national sme on the faa s independent operational assessment ioa team as a team member i collected data and collaborated on the final report concerning the operational readiness for eram s national deployment 28 years of experience working transition sectors from domestic air traffic services to oceanic air traffic services this airspace required manual coordination on route altitude and time estimates with oakland oceanic sectors as well as establishing oceanic separation standers for the affected flight before entering an oceanic sector this radar non radar environment required me to correlate flight plans with incoming and outgoing tracks and either terminate or re identify the flight in a radar environment worked arrival and departure traffic in and out of seattle tacoma international airport sea for 32 years this required closely working with a level 5 approach control facilitating the separation of aircraft during the transition phase of a flight from the terminal to the en route environment this requires a strong working knowledge of geography for expediting flight on their flight plans while working within flow control restriction weather and volume limitations and before the wide acceptance of gps navigation this required long range vectoring which required consideration of weather and traffic situations sequenced traffic for seattle approach s46 from high sectors above fl230 and low sectors below fl240 as well as converging routes in sectors that were over the cascade mountains which introduced weather and train factors with 28 years of experience working aircraft in a transitional phase of flight back and forth from terminal and en route i have extensive knowledge and experience with different types of route structures including the new advanced r nav sid s and star s with their descend and climb via phases of transitioning to and from the en route to terminal environment as well as more conventional types of en route navigation like jet routs victor airway q routs k fixes as well as point to point gps rnav latitude longitude navigation and conventional sid s and star s i worked daily military training flights on ir and vr routes airspace reservation both moving altrav and special use airspace sua i have experience with naval p3 f18 e2 a6 and ea6 aircraft air force f16 f15 f4 c17 c141 kc35 b2 and b52 army a10 uh60 and ah64 and air national guard f4 f15 and f16 and their missions the sectors i was certified on had naval air force and army bases and a joint civilian air national guard base my experience involves clearing fighters into and recovering fighters from special use airspace as well as air refueling missions and helicopters for the army back and forth from base to training grounds controlled cross border flights between the usa and canada for over 32 years experience includes passing manual time estimates flight plans and making and taking manual hand offs via voice calls also experience at some of the limitations of catts the canadian version of eram and eram s interfaces are have 32 years experience providing approach control services at uncontrolled and tower controlled airports one of the tower controlled airports was paine field in everett wa pain field pae is a key airport in the boeing company manufacturing process and worked closely with boeing in their testing and certification process for new airplanes also pain field is an airport that many new pilots would go and do multiple practice approaches for training this environment meant the traffic pattern at paine field had a large variety of aircraft large commercial aircraft navy fighters and small single engine trainers this required the separation and sequence the traffic but apply wake turbulence procedures in many instances while providing approach control services at pae we meet the requirements to use 3nm separation in most of the area this required vigilantes as to how fare the aircraft was from the radar antenna and adding to the complexity of this particular airspace was the west side was over water or low lying land but the train rose very quickly to the east required different techniques for lost com or vectoring to the final approach course preformed duties as a sme in plans and programs zse 510 consulting on the feasibly of releasing equipment to airways and facilities for maintained preformed sme duties in airspace zse 520 working on letters of agreements with adjacent facilities as well as airspace changes during my involvement as an airspace sme i was part of a team that was involved in some major sector realignments that facilitated arrivals and departures from the south and east at sea as well as traffic transiting between seattle sea and portland or pdx during this realignment we also collaborated on procedures and sector alignment for vancouver canada yvr arrivals and departures from the south also i was also involved in the initial stages of national high altitude redesign april 1991 i was certified as a controller in charge cic as cic i was responsible for the same tasks that a first line supervisor would for dally operations assigning work opening and closing sectors handling emergences and approving leave and shift changes with in prescribed guild lines december 1987 i was certified as an on the job instructor ojti november 1986 i certified as a certified professional controller cpc in area c of seattle artcc then in september 1988 i voluntary transferred to area a at seattle artcc and became area rated may 1989 until retirement january 2016 education safety risk management 2013 on the job techniques for instructors 1992 controller in charge training cic 1991 recertified june 2015 june 2014 may 2011 november 2000 on the job instructor training 1987 recertified november 2007 november 2000 january 1992 associate of applied science manufacturing engineering highline community collage city state usa affiliations national air traffic controllers association skills en route air traffic controller from august 1983 january 2016 i am very accomplished ojti that is able to train many different learning styles good listing skills good team member fast learner strong understanding of atc automation processes strong understanding of atc rules and procedures expert vectoring and speed control skills,AVIATION
concierge doorman summary experience working in concierge military general office international domestic shipping excellent interpersonal communication customer service and office support skills windows dos ms office data entry internet and internet research skills skills friendly informative with residents guests and staff quick to respond strong sense of accountability achieves business and individual developmental goals able to handle medical emergencies technical problems in a calm and professional manner commitment in outstanding customer service very flexible work ethic experience 11 2014 to current concierge doorman company name city state provided professional and consistent concierge service to residents visitors and contractors respond to email communications answer inquiries and offer suggestions efficiently handle large call volume inquiries from tenants guests assist with administrative duties such as light copying fax requests and other requests as needed provide updated information for local restaurants special events transportation etc monitor lobby traffic and alerting residents of deliveries and arriving guests provide all other job duties as requested by administrative management staff record and deliver messages to residents management leasing and relieving concierge provide guests with information on valet and housekeeping services and ensure that additional housekeeping requests are fulfilled activate or deactivate remotes or keys for guests checking in and checking out 12 2007 to 11 2013 aviation ordnanceman company name state handle and service weapons and ammunition carried on navy aircraft inspecting maintaining and repairing the aircraft s mechanical and electrical armament ordnance systems stow assemble and load aviation ammunition that may include anything from aerial mines and torpedoes to missiles and rockets service bomb missile and rocket releasing and launching devices and service aircraft guns assemble and test air launched guided missiles and supervise the operation of aviation ordnance shops armories and stowage facilities 01 2005 to 11 2007 office assistant company name city state perform receptionist duties when needed maintain trusting relationships with suppliers customers and colleagues sort and distribute mail in a timely manner resolve office related malfunctions and respond to requests or issues create and update records ensuring accuracy and validity of information education and training sep 1999 high school diploma international business jacqueline kennedy onassis city state international business skills administrative administrative duties copying customer service email special events fax inspecting mechanical medical emergencies mail office weapons navy quick receptionist repairing transportation typist,AVIATION
graduate engineer summary intellectually curious and resourceful great interpersonal skills and ability to communicate effectively at all levels within an organization experience 03 2014 to current graduate engineer company name city state developed conceptual plans for two intersections near jersey shore university medical center based on traffic data geometric constraints and roadway design standards employed knowledge of microstation inroads excel and vba to efficiently complete miscellaneous tasks including producing reports creating visual displays and generating automated text descriptions applied vehicle turning software autoturn to analyze intersection design and geometric layout on various projects member of the highway design team on i 295 direct connection contract 3 project developed grading on complex pavement widening sections revised vertical and horizontal alignments to meet njdot standards modeled highway sections using cad microstation and design software inroads and generated plan cross sections coordinated quantity effort across multiple disciplines highway electrical drainage utilities on i 295 direct connection contract 3 used in house excel vba program to collect and organize quantity data and devised additional vba macros to optimize the initial setup and printing of quantity calculation sheets designed horizontal and vertical alignments superelevation constraints and guide rail for i 280 ramp 2p bridge deck replacement project worked on multiple roadway resurfacing and maintenance projects identified critical as built information to present on plans and developed ada compliant grading and geometric layout for pedestrian facilities 07 2012 to 08 2012 summer aviation intern company name city state assisted the port authority s manager of structural integrity presented summaries of engineering reports to pa technical and non technical staff compiled and organized safety and priority repair data from numerous inspection reports inspected bridge components alongside members of port authority s engineering division created details for the repair of longitudinal cracking along roadway and the remediation of cracked catch basin as well as cost estimates gathered information on tenant employees to be relocated generated cubicle plan for new tenant building education present master of science civil engineering new jersey institute of technology city state civil engineering october 2013 bachelor of science civil engineering rutgers university city state civil engineering 3 7 4 0 achieved passing score on fe eit exam relevant courses intro to transportation transportation planning transportation capstone interests programming reading creative writing rock climbing languages fluent in spanish skills ada cad css design software eit excel vba html inspection layout macros excel powerpoint word microstation producing python safety fluent in spanish transportation utilities vba visual displays additional information interests programming reading creative writing rock climbing,AVIATION
lean six sigma black belt summary highly skilled and trained professional with over a decade of experience in administrative supply security and counseling highlights lean six sigma black belt logistical supply chain management adobe reader microsoft word secret clearance strong verbal communication small arms weapons specialist firearms safety training trained in defensive tactics lean six sigma green belt certified microsoft office microsoft excel microsoft power point effective team leader supply and logistics planning extremely organized accomplishments received global war on terrorism service medal received global war on terrorism expeditionary medal received afghanistan campaign medal received 2 good conduct medals over 13 year military career received meritorious mast while serving as the supply night crew supervisor during 6 month deployment to afghanistan received certificate of commendation while serving as the supply high priority expediter received certificate of commendation while serving as the supply accounting division subject matter expert received 2nd certificate of commendation while serving as the supply accounting division subject matter expert experience company name city state lean six sigma black belt 09 2012 responsibilities include demonstrating team leadership understanding team dynamics and assigning team member roles and responsibilities black belts have a thorough understanding of all aspects of the dmaic model in accordance with six sigma principles they have basic knowledge of lean enterprise concepts are able to identify non value added elements and activities and are able to use specific tools company name city state aviation supply specialist 09 2007 to 03 2015 perform all functions related to providing aviation peculiar supply support to include financial management inventory management material management facilities and storage management personnel staffing and requisitioning procedures duties include validation of customer requirements processing requisitions submitting requisitions initiating appropriate follow up actions and processing and delivering material in accordance with all government regulations and procedures in addition aviation supply specialists have an understanding of acquisition procedures provisioning and requirements determination material handling procedures and fiscal accounting and purchasing procedures in accordance with federal acquisition regulations company name city state nuclear security officer ii 07 2005 to 09 2007 access and visitor control officer to verify and issue the correct credentials and tlds armed search officer and armed vehicle search officer search of individuals and vehicles for prohibited alan w outlined in nuclear regulatory commission nrc reg 10cfr73 55 armed mobile and armed interior patrol officer maintain surveillance over assigned areas responding to alarms and emergency situations and accurately reporting on scene assessments to the security control center armed escort officer responsible for escorting and controlling non licensee and emergency vehicles and occupants armed response force stop adversary action threat against sses to prevent penetration into vital areas and to prevent radiological sabotage by use of deadly non deadly force armed weapons control officer inventory inspection and clearing of weapons ensure safe handling of weapons during issuance and return armed emergency access to provide all emergency vehicles ambulances fire trucks and emergency personnel to include llea local law enforcement first aid responders and fireman respond to first aid and fire emergencies company name city state aviation maintenance administrative specialist 06 2001 to 06 2005 maintain aircraft log books naval aircraft maintenance publications files and prepare reports logs records directives and correspondence in an aircraft maintenance and repair activity training as data processing equipment operators perform duties on data entry equipment and supervise the maintenance administration functions within the unit set up operate and perform minor maintenance on naval aviation logistics command management information system nalcomis hardware and its associated remote peripheral subsystems analyze control charts program maintenance and man hour statistical information to aid the maintenance managers and logisticians in the performance of their assigned tasks education certificate basic intructor 2012 department of the navy city state united states certification lean six sigma green belt 2012 department of the navy city state united states certificate lean six sigma black belt 2012 villanova university city state united states certificate logistics supply chain improvement practitioner 2011 department of the navy city state united states skills accounting adobe charts data entry data processing financial management inventory management team leadership logistics management information system naval enterprise personnel development purchasing trainer,AVIATION
assembly mechanic summary aircraft mechanic with 16 years experience extensive background in rotary wing and fixed wing aircraft skills visiprise kronos sap and ewi programs blueprints fiberglass composite and sheet metal fuel systems powerplant blade track and balance vibration analysis leadership skills aircraft inspection flight controls hydraulic systems transmissions accomplishments awarded 2 navy marine corps achievement medals one for the success of the shop i supervised the second for my quality assurance duties experience assembly mechanic 09 2014 to 08 2016 company name city state sheet metal mechanic boeing 737 fuselage assembly line crew leader of a 3 man team installing aft fuselage belly skins with minimal quality defects and under the required bar line at a move rate of 2 units a day flight inspector 10 2010 to 06 2013 company name city state functional test qar v 22 uh 1 ah 1z performed audits on numerous functional test procedures to include line clearance inspections final inspections of component installation trained new inspectors in procedures and aircraft systems tracked and maintained aircraft serialization logs assembly mechanic for v 22 final assembly installed major aircraft components such as engines rotors fuel systems oxygen components drive systems egress systems composite repairs worked close tolerance holes used multiple precision measuring tools aviation machinist mate 09 2000 to 10 2010 company name supervised 60 maintainers performed scheduled and unscheduled flight line maintenance of 16 sikorsky mh 53e s full system qar aircraft vibration analysis and rotor tracking systems certified performed work center audits on tool control maintenance publications fod program and safety flightline troubleshooting knowledgeable in hydraulic systems flight controls sheet metal power plants landing gear systems transmissions drive systems composite blade repair tire and wheel maintenance and fuel systems overhauled f 110 ge powerplants for the navy s fleet of f 14 s overhauled f 404 ge 400 and 402 high pressure compressor modules for the navy s fleet of f 18 s collateral duty inspector for both engine platforms 05 1999 to 09 2000 company name city state entry level mechanic t 34 mentor performed scheduled maintenance introduced to aircraft systems and functions education and training high school diploma 1999 skills flightline maintenance intermediate maintenance inspection assembly,AVIATION
force analyst summary profile honorably discharged navy first class aviation specialist transitioning from the us navy to civilian professional with previous experience in criminal justice highly motivated to leverage ten years of combined experience and education and achievements to a long term service homeland security professional who prides in the well being of all citizens and executes each task with precision and detail highlights cpr and child cpr training emergency planning response sar sexual assault awareness windows expertise report operations analyst public safety and security background in supervising management critical thinking firearms safety handling judgment and decision making personnel and human resources active listening experience force analyst may 2013 to current company name developed and led training programs in preparation for combat served as custodian of classified documents for high ranking officials while sorting and routing incoming correspondence and messages maintained 100 accountability of all assigned equipment worth more than 120 000 while tracking personnel and supplies within the command communicated urgent orders and directions effectively to team of 20 personnel prepared reports and correspondence determine requirements for requisition and control issue of change kits requisition departmental instructions forms and technical data organize maintain and operate technical libraries perform others duties as required when attached to organization intermediate and department maintenance activities or aviation staff command currently working in a position that is generally held by a seasonal administrative assistance taking care of ingoing and outing going calls the setting up of video teleconfence and making orders on the defense travel system developed a cost saving algorithm to identify corrosion treatment and special inspection documentation process streamlining verified 239 967 records and quickly identified those with incorrect documentation lead navy command navy and marine corp relief society by raising 13 644 for active duty services member in need of financial assistance aviation maintenance admin az1 march 2009 to may 2013 company name ensured system security database integrity and configuration management was maintained supervised other enlisted active duty members in training while overseeing various job tasks of others optimized nalcomis oma activities and naval aviation logistics data analysis for configuration changes technical directives work orders and flight documents operate and manage the naval aviation logistics command management information system data base reports analyze data pertaining to the history operation maintenance configuration receipt and transfer of naval aircraft and related aeronautical equipment planned programmed and coordinated scheduled and unscheduled maintenance tasks and the incorporation of changes and modifications on to aircraft and equipment correctional officer march 2005 to march 2009 company name city state physically restrained individuals when disturbances required physical intervention escorted inmates to and from cells court hospitals and medical appointments maintained the custody and control of 114 inmates housed in maximum security unit observed behavior of residents individually and in group established healthy relationships and maintained professional boundaries with resident offenders in the institution prepared processed and maintained forms reports logs records and activity journals recognition awards navy and marine corps achievement medal company name certificate of appreciation education masters of arts homeland security intelligence studies homeland security intelligence studies degree ba homeland security 7 28 14 ashford university city state homeland security aas process technology 5 25 08 lee college city state process technology certified in first aid cpr secret security clearance environmental course fema is 00100 b certificate fema is 00559 certificate 0817n computer operator az 6303 optimized nalcomis system administrator analyst pre service part i correctional officer additional trainings weapons handling similar automated maintenance situational training nccer training cpr certified treasurer for military mwr on the job correctional officer training maintenance administration enlisted aviation prepare specialist numerous operation system trainings journeyman aviation computer programmer apprenticeship contamination technician skills administrative analyst computer programmer configuration management cpr certified cpr critical thinking data analysis data base database decision making documentation financial first aid forms human resources inspection listening logistics windows weapons management information system navy naval personnel public safety routing safety security clearance sorting supervising system administrator technician training programs video,AVIATION
lead aerospace assembler summary accomplished and highly motivated aerospace assembler technician with a solid history of achievement in completing large structural assemblies micro miniature component repair and cable repair for rotary and fixed wing aircraft platforms proficient in interpreting blueprints working with others and meeting production deadlines seasoned leader with experience in tactfully communicating with others in order to train them to be competent at their job skills critical thinking decision making hand power tools thoroughly inspects work problem solving time management troubleshooting experience company name city state lead aerospace assembler 06 2016 to current trained and led a team of six assemblers to quickly and efficiently build landing gear beams ensured all equipment was properly installed and working correctly planned work and determined appropriate tools and equipment needed for the workday processed work orders and prioritized jobs communicated with prior shift to assess work needs for the day company name city state aviation electronics technician 09 2011 to 10 2015 adjust repair or replace malfunctioning components on assemblies or circuit boards by using hand tools or soldering irons test and troubleshoot instruments components and assemblies using multimeters connect components to assemblies such as transformers relays switches in flight refueling systems etc read and interpret maintenance manuals technical publications and engineering diagrams to determine the feasibility and method of repairing defective components keep records of maintenance and repair work coordinate work with engineers technicians and other aircraft maintenance personnel inspect completed work to certify that maintenance meets standards and that aircraft are ready for operation education and training administration of justice 2018 college of the canyons city state projected graudation date summer 2018 certificate 2012 naval fleet training center city state micro miniature electronics repair certificate 2011 center for surface combat systems city state miniature electronics repair certificate 2011 naval air technical training center city state aviation electrician s mate strand high school diploma 2010 diamond ranch high school city state,AVIATION
instructor writer experience instructor writer february 2013 to current company name city state conducted student training administering maintenance instruction in all airframe systems associated with the uh 60 a l helicopter in a combination of subjects to include construction mission capabilities contemporary operational environment shop and flight line safety hazardous material program common and precision tools hardware and safety devices ground support equipment aircraft ground handling troubleshooting functional users manual for the army maintenance management system aviation da pam 738 751 unit level logistics system aviation landing gear electrical and fuel systems main rotor system tail rotor and drive systems power plant hydraulics and flight controls utility systems inspections and corrosion army aviation maintenance tc 3 04 7 preparation for shipment quality assurance and flight regulations administered performance evaluations in all airframe systems associated with the uh 60 a l helicopter in a combination of subjects to include construction mission capabilities contemporary operational environment shop and flight line safety hazardous material program common and precision tools hardware and safety devices ground support equipment aircraft ground handling troubleshooting functional users manual for the army maintenance management system aviation da pam 738 751 unit level logistics system aviation landing gear electrical and fuel systems main rotor system tail rotor and drive systems power plant hydraulics and flight controls utility systems inspections and corrosion army aviation maintenance tc 3 04 7 preparation for shipment quality assurance and flight regulations prepared and reviewed lesson plans course materials references training aids briefings slides and presentations in all airframe systems associated with the uh 60 a l helicopter in a combination of subjects to include construction mission capabilities contemporary operational environment shop and flight line safety hazardous material program common and precision tools hardware and safety devices ground support equipment aircraft ground handling troubleshooting functional users manual for the army maintenance management system aviation da pam 738 751 unit level logistics system aviation landing gear electrical and fuel systems main rotor system tail rotor and drive systems power plant hydraulics and flight controls utility systems inspections and corrosion army aviation maintenance tc 3 04 7 preparation for shipment quality assurance and flight regulations supervisor jonathan hoesley 757 878 5350 okay to contact this supervisor yes maintenance supervisor july 2011 to november 2012 company name city state managed and coordinated maintenance production activities of 30 subordinates supervised and provided technical guidance to maintenance personnel performing uh 60 a l aircraft and subsystem maintenance and evaluated maintenance operations and facilities for compliance with directives technical manuals work standards safety procedures and operational policies demonstrated continuous effort to improve operations decrease cycle time and streamline work processes technical inspector august 2010 to june 2011 company name city state inspected monitored observed and evaluated maintenance operations to ensure compliance with the latest version of maintenance manuals and to ensure that all documentation is thoroughly and accurately researched and accomplished reported deficiencies and recommended corrective actions ensured established standard procedures are observed for conducting ground tests and preflight daily scheduled and unscheduled special and conditional inspections as well as for safety related matters such as coordinated efforts to enhance safety accident prevention safety stand down programs and procedure interpretations responsible for the overall operation of the inspection department and as such had final authority to the releasing of airframes engines appliances and component parts quality assurance evaluator june 2007 to june 2010 company name city state served as a quality assurance evaluator qae for the aviation center logistics command involving the aviation maintenance contract supported the aviation training brigade atb commander s mission to train army aviators by acting as a liaison between the atb and the maintenance contractor coordinated logistical requirements and monitors contractor performance coordinated between atb and the contractor to resolve any difficulty encountered with maintenance techniques work accomplishment technical compliance with directives or any other support requirements allowed within the contract specifications implemented the contracting officer representative s cor quality assurance plan by performing quality assurance plan by performing quality assurance inspections quality assurance evaluation surveillance plan qaesp and evaluations of contractor performed aircraft maintenance and repair aircraft availability inspection aai in support of organizational and intermediate maintenance on aircraft types assigned uh 60 blackhawk 3 years supervisor bill hensley 334 255 0717 okay to contact this supervisor yes education technical or occupational certificate 3 2009 north central institute city state united states ga 101 general airframe job related training instructor certification for uh 60 a l helicopters 15 may 2013 cadre training course ctc 08 march 2013 uh 60 m helicopter course 21 march 2014 uh 60 a l helicopter repairers course 02 october 1998 fundamentals of systems acquisition management acq101 section 308 01 november 2007 risk management clm017 21 march 2008 production quality manufacturing fundamentals pqm101 section 302 18 march 2008 personal information indicates professional reference skills streamline army hardware ctc documentation functional hydraulics instruction instructor logistics materials monitors organizational personnel policies presentations processes quality quality assurance risk management safety supervisor technical manuals troubleshooting additional information indicates professional reference,AVIATION
field project supervisor summary administrative aviation logistics professional with 26 years experience working in the military sector including 20 years operating in a supervisory position tracked and managed u s navy and marine corps aeronautical logistics assets performing above and beyond the requirements of the military occupational specialty 6046 6047 additional roles include management personnel development and quality assurance outstanding leader and team builder established and managed programs coached and mentored personnel exceptional technical and technology skills ba in human resources management skills secret clearance e commerce supply chain management logistics management microsoft office suite ntcss sap technical publications technical writing six sigma green belt maintenance administration experience 01 2015 to current field project supervisor company name managed u s naval aviation logistics command management information system optimized organizational maintenance activity nalcomis ooma implementations operation and training for 7 diverse tactical aviation units comprised of more than 48 400 naval aircraft systems parts and publications worth more than 11 billion dollars organized and managed compliance inspections and repairs for more than 19 500 logistic components installed on 130 u s naval aircraft and ejection seats and 260 engines generated and released over 400 critical u s naval aircraft engine and summary analysis reports for 130 aircraft ejections seats and 260 engines to assist higher headquarters in strategic planning developed numerous spreadsheets that assisted the marine corps aviation branch to streamline the in service repair process for 130 u s naval aircraft and increase asset readiness goals by 20 successfully managed 7 critical aviation programs completing 12 logistics inspections necessary to conduct combat operations demonstrates up to date expertise and applies this to the development execution and improvement of action plans develops and directs one or more work streams of cross functional store planning projects in all formats directs associates including managers on process and procedures for facility set up projects including reviewing new modular plans planning merchandise placement based on modular requirements and advising on assigning additional staff to assist to ensure company and facility goals are met drives and monitors sales and project budget drives the implementation of real estate plans for project facilities for example remodels new stores relocations new formats expansions models compliance with company policies and procedures and supports company mission values and standards of ethics and integrity models enforces and provides direction and guidance to associates on proper customer service approaches and techniques to ensure customer needs complaints and issues are successfully resolved within company guidelines and standards additional information u s marine corps 01 2012 to 01 2015 aviation implementation manager master sergeant company name city state managed project logistics for naval aviation and ship software system assets supervised project staff monitored project progress prepared status reports managed project deliverable documentation for compliance and accuracy provided functional and follow on support for software systems and assets tracked u s marine corps 01 2002 to 01 2012 aviation administration manager staff sergeant gunnery sergeant company name city state maintained government aviation logistics information systems and databases scheduled tracked and requisitioned aircraft components and systems for naval aviation compliance performed data entry screening for compliance of u s naval aircraft ejection seat and engine repair compliance developed and maintained aviation metrics logistic reports process documentation and safety records to support unit operations and planning gathered organized and analyzed aircraft logistics component discrepancies to develop solutions developed logistical training procedures guides and course materials such as handouts or visual aids oversaw all safety standards occupational safety and safety affairs on the job 01 1987 to 01 2012 aviation administration program manager data analyst sergeant staff sergeant gunnery sergeant maintained government aviation logistics information systems and databases distributed maintenance schedules and logistics work orders to the maintenance departments verified source logistics data for completeness and accuracy computed and analyzed aviation logistics data using statistical formulas computers and calculators completed configuration management actions such as compliance discrepancies during flight operations special logistics inspections and conditional inspections relevant to aircraft systems and components developed interpreted and tracked the timely aviation logistics data and reports to support the unit s strategic goals and milestones education and training 2015 bachelor of arts human resources management business administration ashford university city state human resources management 3 8 business administration 2013 defense acquisition university city state ethics training for acquisition technology and logistics 2012 defense acquisition university west regional campus city state contracting officers representative 2011 lean six sigma green belt course lean six sigma yellow belt course lean six sigma white belt course us department of the navy city state skills streamline budget calculators configuration management customer service data entry databases direction documentation e commerce functional government information systems logistics logistics management maintenance schedules materials microsoft office suite management information system monitors naval occupational safety organizational policies progress publications real estate repairs safety sales sap six sigma spreadsheets strategic strategic planning supply chain management technical writing,AVIATION
